property_type,state_name,place_name_clean,surface_total_m2_clean,price_usd_per_m2_clean,rooms_clean,keyword_category
apartment,Capital Federal,Barrio Norte,43.0,4302.33,1.0,medium
apartment,Capital Federal,Barrio Norte,58.0,3793.1,1.0,medium
apartment,Capital Federal,Barrio Norte,59.0,4237.29,1.0,high
apartment,Bs.As. G.B.A. Zona Sur,Bernal,87.0,2724.14,4.0,high
apartment,Capital Federal,Boedo,43.0,2546.51,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,San Fernando,62.0,1870.97,3.0,medium
apartment,Capital Federal,Belgrano,57.0,2454.39,3.0,medium
apartment,Capital Federal,Centro / Microcentro,90.0,1777.78,4.0,low
apartment,Capital Federal,Belgrano,75.0,3333.33,3.0,medium
apartment,Capital Federal,Flores,87.0,2528.74,4.0,medium
house,Capital Federal,Floresta,270.0,1296.3,4.0,low
apartment,Capital Federal,Flores,68.0,1897.06,3.0,medium
apartment,Capital Federal,Floresta,79.0,1835.44,3.0,medium
apartment,Capital Federal,Flores,50.0,1580.0,2.0,low
store,Capital Federal,Flores,240.0,1625.0,1.0,low
store,Capital Federal,Flores,161.0,4316.77,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,132.0,1886.36,3.0,medium
apartment,Capital Federal,Recoleta,97.0,3010.31,5.0,low
apartment,Capital Federal,Recoleta,100.0,2400.0,4.0,low
PH,Capital Federal,Almagro,143.0,1748.25,4.0,medium
apartment,Capital Federal,Villa Crespo,76.0,2164.47,3.0,low
apartment,Córdoba,Córdoba,57.0,1662.83,1.0,high
house,Bs.As. G.B.A. Zona Norte,Barrio Los Lagos,250.0,1760.0,4.0,medium
house,Bs.As. G.B.A. Zona Sur,Berazategui,170.0,2058.82,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Tigre,68.0,2352.94,3.0,high
PH,Bs.As. G.B.A. Zona Norte,Florida,113.0,1672.57,3.0,low
house,Capital Federal,Villa Urquiza,192.0,2083.33,4.0,high
house,Bs.As. G.B.A. Zona Norte,Altos del Golf,132.0,1454.55,3.0,medium
apartment,Capital Federal,Barrio Norte,46.0,2586.96,2.0,low
apartment,Capital Federal,Barrio Norte,127.0,3385.83,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Pilar,150.0,1566.67,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,269.0,2565.06,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,QBay Yacht,83.0,3132.53,3.0,medium
house,Bs.As. G.B.A. Zona Sur,Berazategui,270.0,2351.85,5.0,low
apartment,Capital Federal,Tribunales,63.0,1634.92,3.0,low
apartment,Río Negro,Cipolletti,50.0,2200.0,2.0,medium
apartment,Capital Federal,Paternal,56.0,1696.43,3.0,low
PH,Capital Federal,Almagro,199.0,1306.53,5.0,low
house,Bs.As. G.B.A. Zona Norte,Barrio San Gabriel,200.0,1645.0,3.0,high
apartment,Capital Federal,Recoleta,117.0,2350.43,5.0,low
apartment,Capital Federal,San Telmo,26.0,3019.46,1.0,high
apartment,Capital Federal,Nuñez,77.0,2987.01,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Pilar,79.0,1556.96,3.0,high
apartment,Capital Federal,Chacarita,73.0,2534.25,3.0,medium
apartment,Capital Federal,Centro / Microcentro,54.0,164.1,2.0,low
apartment,Capital Federal,Recoleta,90.0,3100.0,3.0,low
apartment,Capital Federal,Recoleta,214.0,1588.79,4.0,low
apartment,Capital Federal,Belgrano,78.0,2679.49,3.0,low
apartment,Capital Federal,Palermo,52.0,3980.77,2.0,medium
apartment,Capital Federal,Palermo,68.0,4058.82,3.0,medium
apartment,Capital Federal,Parque Patricios,32.0,1752.61,1.0,high
apartment,Capital Federal,Colegiales,48.0,2395.83,1.0,high
apartment,Capital Federal,Balvanera,25.0,2400.0,2.0,low
apartment,Capital Federal,Palermo,90.0,1544.44,1.0,low
apartment,Capital Federal,Villa Crespo,36.0,1388.89,1.0,medium
apartment,Capital Federal,Villa Crespo,36.0,1388.89,1.0,medium
apartment,Capital Federal,Palermo,42.0,4023.81,1.0,high
apartment,Capital Federal,Caballito,71.0,1901.41,3.0,low
apartment,Capital Federal,Chacarita,33.0,2909.09,1.0,high
apartment,Córdoba,Córdoba,68.0,1154.66,4.0,medium
apartment,Capital Federal,Recoleta,65.0,2753.85,3.0,low
apartment,Capital Federal,Flores,76.0,2144.74,3.0,medium
apartment,Capital Federal,San Cristobal,35.0,3142.86,1.0,medium
apartment,Capital Federal,Palermo,81.0,5185.19,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,62.0,1688.37,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Tigre,62.0,1688.37,2.0,high
apartment,Capital Federal,Monserrat,90.0,1777.78,4.0,low
house,Bs.As. G.B.A. Zona Norte,Haras del Pilar - Las Praderas 1 y 2,200.0,1650.0,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Tigre,58.0,1713.48,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Tigre,77.0,1773.19,2.0,high
apartment,Capital Federal,Flores,65.0,1523.08,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Tigre,50.0,1782.92,1.0,high
apartment,Bs.As. G.B.A. Zona Norte,Tigre,50.0,1782.92,1.0,high
apartment,Bs.As. G.B.A. Zona Norte,Tigre,44.0,1842.07,1.0,high
apartment,Capital Federal,Nuñez,93.0,3602.15,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Tigre,94.0,1732.06,3.0,high
apartment,Capital Federal,Nuñez,60.0,2750.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tigre,55.0,1764.7,2.0,high
store,Capital Federal,Belgrano,180.0,3888.89,1.0,low
apartment,Bs.As. G.B.A. Zona Sur,Bernal,40.0,1275.0,1.0,low
apartment,Capital Federal,Villa del Parque,127.0,1574.8,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,San Fernando,50.0,2360.0,2.0,medium
store,Bs.As. G.B.A. Zona Sur,San Jose,243.0,69.24,1.0,low
apartment,Capital Federal,Flores,115.0,2513.04,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Derqui,30.0,2666.67,1.0,medium
apartment,Capital Federal,Congreso,29.0,2137.93,2.0,medium
apartment,Capital Federal,Villa Crespo,85.0,1976.47,3.0,low
PH,Capital Federal,Barrio Norte,54.0,3240.74,3.0,low
apartment,Capital Federal,Almagro,44.0,1867.18,1.0,medium
apartment,Capital Federal,Caballito,85.0,1976.47,3.0,low
house,Bs.As. G.B.A. Zona Norte,Nordelta,331.0,2250.76,5.0,high
PH,Bs.As. G.B.A. Zona Norte,Don Torcuato,102.0,962.22,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Don Torcuato,102.0,962.22,3.0,high
apartment,Capital Federal,Belgrano,110.0,3263.64,3.0,medium
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,329.0,1276.6,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,58.0,2965.52,3.0,medium
apartment,Capital Federal,Barrio Norte,25.0,3600.0,1.0,low
apartment,Capital Federal,Colegiales,95.0,2947.37,3.0,high
apartment,Capital Federal,Balvanera,100.0,1750.0,3.0,medium
apartment,Capital Federal,Recoleta,255.0,2803.92,7.0,high
PH,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,75.0,1160.0,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Lomas del Mirador,70.0,1285.71,3.0,low
apartment,Santa Fe,Rosario,30.0,1366.67,1.0,low
apartment,Santa Fe,Rosario,74.0,1418.92,2.0,low
apartment,Capital Federal,Congreso,31.0,3870.97,1.0,high
house,Buenos Aires Costa Atlántica,Necochea,300.0,200.0,1.0,low
apartment,Capital Federal,Barrio Norte,173.0,2398.84,5.0,high
apartment,Santa Fe,Rosario,37.0,1015.57,1.0,low
apartment,Capital Federal,Flores,115.0,2478.26,4.0,low
store,Capital Federal,Pompeya,120.0,1041.67,1.0,low
apartment,Capital Federal,Belgrano,91.0,2857.14,3.0,medium
PH,Capital Federal,Velez Sarsfield,66.0,1666.67,3.0,low
apartment,Capital Federal,Caballito,81.0,2962.96,3.0,high
store,Buenos Aires Costa Atlántica,Miramar,70.0,1040.0,1.0,low
apartment,Capital Federal,Villa Devoto,180.0,3777.78,4.0,medium
house,Córdoba,Despeñaderos,160.0,5020.696800000001,4.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,209.0,373.21,4.0,medium
apartment,Capital Federal,Colegiales,48.0,2062.5,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,66.0,1787.88,2.0,medium
house,Bs.As. G.B.A. Zona Norte,Nordelta,267.0,1610.49,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Nordelta,330.0,2575.76,5.0,medium
apartment,Capital Federal,Villa Crespo,105.0,2571.43,1.0,medium
apartment,Capital Federal,Palermo,143.0,3251.75,4.0,low
apartment,Capital Federal,Barrio Norte,38.0,1707.89,1.0,medium
apartment,Capital Federal,Almagro,88.0,1988.64,3.0,low
apartment,Capital Federal,Barrio Norte,35.0,2568.57,2.0,low
apartment,Capital Federal,Balvanera,38.0,2842.11,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,66.0,1787.88,1.0,medium
store,Santa Cruz,Caleta Olivia,240.0,420.63,1.0,low
apartment,Capital Federal,Parque Patricios,67.0,1791.04,4.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,40.0,2225.0,2.0,medium
house,Buenos Aires Costa Atlántica,Mar del Plata,196.0,357.14,2.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,268.0,410.45,5.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,28.0,1714.29,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,47.0,2021.28,3.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,45.0,1833.33,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,40.0,1997.5,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,50.0,1778.0,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,45.0,1331.11,1.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,40.0,1800.0,2.0,high
apartment,Buenos Aires Costa Atlántica,Mar del Plata,25.0,2000.0,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,44.0,1772.73,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,250.0,1200.0,5.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,50.0,1600.0,2.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,224.0,383.93,6.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,36.0,1666.67,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,46.0,1847.83,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,39.0,2558.97,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,52.0,1728.85,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,21.0,1380.95,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,38.0,1707.89,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,45.0,1600.0,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,29.0,1896.55,1.0,low
house,Capital Federal,Palermo,170.0,2823.53,4.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,20.0,2250.0,1.0,low
PH,Capital Federal,Palermo,85.0,2470.59,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,24.0,1791.67,1.0,low
apartment,Buenos Aires Costa Atlántica,Cariló,64.0,2500.0,2.0,low
apartment,Buenos Aires Costa Atlántica,Pinamar,70.0,2142.86,2.0,high
apartment,Buenos Aires Costa Atlántica,Cariló,48.0,2812.5,1.0,medium
apartment,Entre Ríos,Paraná,80.0,1051.57,3.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,233.0,643.78,3.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,32.0,2187.5,1.0,low
apartment,Capital Federal,Palermo,26.0,2500.0,2.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,146.0,1506.85,5.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,211.0,1137.44,4.0,low
apartment,Entre Ríos,Paraná,38.0,1844.86,3.0,low
apartment,Misiones,Posadas,75.0,1308.62,2.0,low
house,Córdoba,Córdoba,300.0,400.0,7.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,25.0,4400.0,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,58.0,1465.52,2.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,330.0,600.0,5.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,82.0,3048.78,3.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,66.0,1484.85,3.0,low
PH,Buenos Aires Interior,Bahía Blanca,237.0,696.2,6.0,low
house,Buenos Aires Interior,Bahía Blanca,279.0,376.34,6.0,low
apartment,Buenos Aires Interior,Bahía Blanca,237.0,696.2,6.0,low
house,Buenos Aires Interior,Bahía Blanca,237.0,696.2,6.0,low
apartment,Buenos Aires Interior,Bahía Blanca,63.0,1507.94,4.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,53.0,3018.87,2.0,high
house,Buenos Aires Costa Atlántica,Mar del Plata,322.0,962.73,6.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,224.0,616.07,5.0,low
apartment,Buenos Aires Costa Atlántica,Pinamar,59.0,1457.63,2.0,low
apartment,Capital Federal,Recoleta,138.0,3623.19,5.0,medium
apartment,Capital Federal,Agronomía,52.0,2115.38,2.0,medium
apartment,Capital Federal,Villa Crespo,105.0,2571.43,4.0,high
apartment,Capital Federal,Villa Urquiza,50.0,2200.0,2.0,low
house,Bs.As. G.B.A. Zona Oeste,Haedo,65.0,1846.15,3.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,115.0,1304.35,3.0,medium
apartment,Capital Federal,Palermo,44.0,2704.55,2.0,low
apartment,Capital Federal,Almagro,45.0,2711.11,3.0,medium
house,Bs.As. G.B.A. Zona Oeste,Caseros,170.0,735.29,5.0,low
house,Bs.As. G.B.A. Zona Oeste,Villa Luzuriaga,115.0,1304.35,3.0,medium
PH,Bs.As. G.B.A. Zona Oeste,La Matanza,230.0,608.7,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,General San Martín,45.0,1888.89,2.0,low
house,Bs.As. G.B.A. Zona Norte,Villa Ballester,200.0,400.0,3.0,low
house,Buenos Aires Interior,Open Door,250.0,200.0,5.0,low
house,Buenos Aires Interior,Open Door,250.0,200.0,5.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,56.0,2410.71,2.0,high
apartment,Capital Federal,Villa Crespo,45.0,2400.0,2.0,low
PH,Bs.As. G.B.A. Zona Oeste,Sáenz Peña,100.0,1150.0,3.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,37.0,1891.89,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,38.0,1973.68,2.0,low
PH,Capital Federal,Boedo,70.0,1500.0,2.0,medium
apartment,Capital Federal,San Cristobal,43.0,2441.86,2.0,medium
apartment,Capital Federal,Palermo,22.0,2954.55,1.0,low
house,Bs.As. G.B.A. Zona Oeste,Haedo,300.0,1300.0,5.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Castelar,63.0,1142.86,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,116.0,2068.97,3.0,medium
house,Entre Ríos,Paraná,200.0,392.59,4.0,low
house,Misiones,Posadas,300.0,252.38,5.0,low
apartment,Buenos Aires Interior,Comandante Nicanor Otamendi,150.0,433.33,3.0,low
apartment,Santa Fe,Rosario,42.0,1241.85,1.0,low
apartment,Santa Fe,Rosario,59.0,1346.01,2.0,low
apartment,Santa Fe,Rosario,59.0,1372.88,2.0,low
apartment,Santa Fe,Rosario,42.0,1261.9,1.0,low
store,Bs.As. G.B.A. Zona Norte,Florida,200.0,2475.0,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,205.0,3963.41,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,173.0,3757.23,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,205.0,4431.71,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,85.0,4235.29,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,173.0,3930.64,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Florida,63.0,3047.62,2.0,low
house,Bs.As. G.B.A. Zona Norte,Tigre,230.0,1521.74,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Olivos,110.0,3818.18,3.0,high
store,Bs.As. G.B.A. Zona Norte,Martínez,250.0,3400.0,1.0,low
apartment,Capital Federal,Caballito,49.0,3571.43,2.0,low
apartment,Capital Federal,Caballito,37.0,3216.22,1.0,low
apartment,Capital Federal,Caballito,39.0,2974.36,1.0,low
apartment,Capital Federal,Caballito,46.0,2586.96,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Beccar,69.0,2028.99,3.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,226.0,575.22,2.0,low
PH,Capital Federal,Almagro,230.0,1217.39,6.0,low
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,205.0,4585.37,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Olivos,98.0,2773.47,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Olivos,106.0,2752.83,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Tigre,208.0,2163.46,1.0,low
house,Bs.As. G.B.A. Zona Norte,La Lucila,354.0,1638.42,5.0,high
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,106.0,5188.68,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Florida,91.0,2967.03,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Florida,63.0,2952.38,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Olivos,68.0,3676.47,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,100.0,3650.0,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,130.0,4000.0,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Florida,37.0,3170.27,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Florida,37.0,2641.89,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,135.0,2777.78,3.0,low
apartment,Capital Federal,Palermo,80.0,5812.5,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,51.0,3705.88,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,58.0,3503.81,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,58.0,3744.69,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,58.0,3566.38,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,58.0,3744.69,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,58.0,3754.09,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,275.0,3959.31,5.0,low
apartment,Bs.As. G.B.A. Zona Norte,Olivos,104.0,3365.38,3.0,high
apartment,Capital Federal,Belgrano,38.0,2868.42,1.0,medium
apartment,Capital Federal,Belgrano,38.0,3052.63,1.0,medium
apartment,Capital Federal,Belgrano,109.0,2954.13,4.0,medium
apartment,Capital Federal,Belgrano,38.0,2815.79,1.0,medium
apartment,Capital Federal,Belgrano,38.0,2921.05,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,115.0,3478.26,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Olivos,68.0,2867.65,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,103.0,3203.88,3.0,low
apartment,Capital Federal,Nuñez,189.0,2539.68,4.0,medium
apartment,Capital Federal,Nuñez,45.0,2833.33,2.0,low
apartment,Capital Federal,Nuñez,45.0,2866.67,2.0,low
apartment,Capital Federal,Nuñez,36.0,2958.33,1.0,low
apartment,Capital Federal,Nuñez,36.0,3000.0,1.0,low
apartment,Capital Federal,Nuñez,83.0,2879.52,3.0,low
apartment,Capital Federal,Nuñez,43.0,3465.12,1.0,low
apartment,Capital Federal,Nuñez,82.0,2847.56,3.0,low
apartment,Capital Federal,Nuñez,82.0,2865.85,3.0,medium
apartment,Capital Federal,Nuñez,82.0,2884.15,3.0,low
apartment,Capital Federal,Nuñez,82.0,2902.44,3.0,low
apartment,Capital Federal,Nuñez,43.0,2918.6,1.0,low
apartment,Capital Federal,Nuñez,81.0,2432.1,2.0,low
apartment,Capital Federal,Palermo Soho,77.0,4935.06,3.0,high
apartment,Capital Federal,Nuñez,37.0,3405.41,1.0,low
apartment,Capital Federal,Villa Urquiza,47.0,2212.77,1.0,medium
apartment,Capital Federal,Villa Urquiza,39.0,2243.59,1.0,medium
apartment,Capital Federal,Villa Urquiza,53.0,2150.94,1.0,high
apartment,Capital Federal,Villa Urquiza,45.0,2122.22,1.0,medium
apartment,Capital Federal,Villa Urquiza,46.0,2304.35,1.0,medium
apartment,Capital Federal,Villa Urquiza,45.0,2300.0,1.0,medium
apartment,Capital Federal,Villa Urquiza,46.0,2250.0,1.0,medium
apartment,Capital Federal,Villa Urquiza,45.0,2200.0,1.0,medium
apartment,Capital Federal,Villa Urquiza,46.0,2347.83,1.0,medium
apartment,Capital Federal,Villa Urquiza,45.0,2344.44,1.0,medium
apartment,Capital Federal,Villa Urquiza,46.0,2239.13,1.0,medium
apartment,Capital Federal,Villa Urquiza,45.0,2200.0,1.0,medium
apartment,Capital Federal,Villa Urquiza,46.0,2456.52,1.0,medium
apartment,Capital Federal,Villa Urquiza,45.0,2444.44,1.0,medium
apartment,Capital Federal,Villa Urquiza,46.0,2347.83,1.0,medium
apartment,Capital Federal,Villa Urquiza,45.0,2300.0,1.0,medium
apartment,Capital Federal,Villa Urquiza,46.0,2554.35,1.0,medium
apartment,Capital Federal,Villa Urquiza,45.0,2544.44,1.0,medium
apartment,Capital Federal,Villa Urquiza,46.0,2445.65,1.0,medium
apartment,Capital Federal,Villa Urquiza,45.0,2400.0,1.0,medium
apartment,Capital Federal,Villa Urquiza,46.0,2521.74,1.0,high
apartment,Capital Federal,Belgrano,130.0,2153.85,3.0,high
apartment,Capital Federal,Belgrano,64.0,2812.5,2.0,low
apartment,Capital Federal,Villa Urquiza,42.0,2595.24,1.0,low
apartment,Capital Federal,Villa Urquiza,42.0,2666.67,1.0,low
apartment,Capital Federal,Villa Urquiza,53.0,2735.85,1.0,high
house,Bs.As. G.B.A. Zona Norte,La Lucila,350.0,1485.71,6.0,high
apartment,Capital Federal,Villa Urquiza,45.0,2522.22,1.0,high
apartment,Capital Federal,Villa Urquiza,46.0,2467.39,1.0,medium
apartment,Capital Federal,Villa Urquiza,45.0,2400.0,1.0,medium
apartment,Capital Federal,Nuñez,53.0,2943.4,2.0,low
apartment,Capital Federal,Palermo,56.0,5089.29,2.0,medium
store,Capital Federal,Nuñez,55.0,3272.73,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,52.0,3750.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,82.0,4512.2,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,73.0,5068.49,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,78.0,4743.59,3.0,medium
apartment,Capital Federal,Caballito,55.0,1943.64,2.0,medium
store,Bs.As. G.B.A. Zona Norte,Olivos,148.0,3209.46,1.0,low
apartment,Capital Federal,Caballito,55.0,1972.73,3.0,medium
apartment,Capital Federal,Caballito,55.0,2023.64,3.0,medium
apartment,Capital Federal,Caballito,55.0,1973.64,3.0,medium
apartment,Capital Federal,Caballito,55.0,2065.45,3.0,medium
apartment,Capital Federal,Caballito,55.0,2014.55,2.0,medium
apartment,Capital Federal,Caballito,55.0,2107.27,2.0,medium
apartment,Capital Federal,Caballito,55.0,2054.55,2.0,medium
apartment,Capital Federal,Caballito,55.0,2150.91,2.0,medium
apartment,Capital Federal,Caballito,55.0,2096.36,2.0,medium
apartment,Capital Federal,Caballito,55.0,2194.55,2.0,medium
apartment,Capital Federal,Caballito,55.0,2181.82,2.0,medium
apartment,Capital Federal,Caballito,55.0,2225.45,2.0,medium
apartment,Capital Federal,Caballito,55.0,2225.45,3.0,medium
apartment,Capital Federal,Caballito,55.0,2138.18,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,36.0,4027.78,2.0,low
apartment,Capital Federal,Palermo,56.0,5178.57,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,78.0,4615.38,3.0,medium
apartment,Capital Federal,Nuñez,86.0,4069.77,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Martínez,130.0,3423.08,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,193.0,4974.09,4.0,high
house,Bs.As. G.B.A. Zona Norte,Martínez,282.0,1755.32,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,97.0,4422.68,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Pilar,183.0,1366.12,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,98.0,3020.59,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,98.0,2735.9,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,4266.35,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,3864.25,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,4335.7,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,3927.07,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,4406.19,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,3990.91,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,3694.2,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,3346.03,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,3796.26,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,3438.47,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,3866.67,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,3502.24,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,163.0,2530.13,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,163.0,2291.67,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,98.0,3241.61,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,98.0,2936.09,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,98.0,3131.33,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,98.0,2836.2,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,4266.35,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,3864.25,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,4335.7,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,3927.07,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,101.0,3590.76,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,101.0,3252.34,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,101.0,3837.91,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3780.25,2.0,medium
