property_type,state_name,place_name_clean,surface_total_m2_clean,price_usd_per_m2_clean,rooms_clean,keyword_category
apartment,Capital Federal,Almagro,36.0,3472.22,1.0,medium
apartment,Capital Federal,Almagro,36.0,3750.0,1.0,medium
apartment,Capital Federal,Boedo,55.0,2690.91,3.0,medium
apartment,Buenos Aires Costa Atlántica,Stella Maris,62.0,1612.9,2.0,low
apartment,Capital Federal,Monserrat,160.0,2000.0,5.0,low
PH,Capital Federal,Monserrat,62.0,1935.48,3.0,medium
apartment,Capital Federal,Monserrat,62.0,1935.48,3.0,medium
house,Bs.As. G.B.A. Zona Oeste,Hurlingham,225.0,311.11,5.0,low
apartment,Capital Federal,Villa del Parque,62.0,2225.81,2.0,low
house,Córdoba,Córdoba,250.0,740.0,5.0,medium
PH,Capital Federal,Parque Chacabuco,110.0,1272.73,3.0,medium
PH,Bs.As. G.B.A. Zona Oeste,Villa Celina,126.0,1031.75,5.0,low
apartment,Capital Federal,Villa Pueyrredón,80.0,2375.0,3.0,low
apartment,Capital Federal,Villa Devoto,230.0,2913.04,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Villa Ballester,35.0,1771.43,2.0,low
store,Bs.As. G.B.A. Zona Norte,Villa Ballester,71.0,845.07,1.0,low
store,Bs.As. G.B.A. Zona Norte,Villa Ballester,91.0,769.23,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Villa Ballester,200.0,600.0,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Villa Ballester,200.0,575.0,4.0,medium
apartment,Buenos Aires Costa Atlántica,Centro,50.0,2778.0,3.0,medium
store,Bs.As. G.B.A. Zona Norte,San Miguel,215.0,790.7,1.0,low
apartment,Buenos Aires Costa Atlántica,Centro,42.0,2283.33,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,24.0,1791.67,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,25.0,2800.0,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,30.0,1766.67,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,50.0,1160.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,65.0,1046.15,3.0,medium
apartment,Buenos Aires Costa Atlántica,Centro,60.0,1916.67,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,48.0,1562.5,2.0,low
house,Bs.As. G.B.A. Zona Oeste,Rafael Castillo,250.0,600.0,4.0,low
PH,Capital Federal,Floresta,85.0,1529.41,3.0,low
house,Bs.As. G.B.A. Zona Norte,General San Martín,295.0,322.03,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,65.0,1230.77,3.0,low
house,Bs.As. G.B.A. Zona Norte,Bella Vista,290.0,258.62,3.0,low
house,Buenos Aires Costa Atlántica,San Clemente del Tuyú,70.0,1071.43,3.0,low
house,Bs.As. G.B.A. Zona Norte,Bella Vista,140.0,857.14,3.0,low
house,Bs.As. G.B.A. Zona Norte,San Miguel,70.0,3271.43,3.0,low
house,Bs.As. G.B.A. Zona Norte,San Miguel,70.0,2214.29,3.0,low
house,Bs.As. G.B.A. Zona Norte,Bella Vista,70.0,3271.43,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Tigre,158.0,2784.81,3.0,high
PH,Bs.As. G.B.A. Zona Norte,San Martín,120.0,575.0,3.0,low
apartment,Capital Federal,Mataderos,52.0,1788.46,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,250.0,3360.0,5.0,medium
apartment,Bs.As. G.B.A. Zona Norte,San Fernando,55.0,1836.36,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Fernando,60.0,2083.33,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,48.0,4583.33,2.0,high
house,Bs.As. G.B.A. Zona Norte,Pilar,150.0,1100.0,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Tortuguitas,78.0,884.62,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Tigre,65.0,2384.62,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Victoria,88.0,3181.82,5.0,high
apartment,Bs.As. G.B.A. Zona Norte,Victoria,88.0,3181.82,5.0,high
apartment,Bs.As. G.B.A. Zona Norte,Maschwitz,55.0,1945.45,2.0,high
house,Capital Federal,Capital Federal,200.0,1675.0,2.0,low
house,Bs.As. G.B.A. Zona Norte,Martínez,300.0,1583.33,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Victoria,170.0,1470.59,3.0,low
house,Bs.As. G.B.A. Zona Norte,Boulogne Sur Mer,300.0,550.0,4.0,low
house,Bs.As. G.B.A. Zona Norte,Martínez,205.0,1609.76,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,205.0,1609.76,1.0,low
apartment,Capital Federal,Belgrano,98.0,2908.16,2.0,medium
apartment,Capital Federal,Recoleta,93.0,2526.88,1.0,low
apartment,Capital Federal,Nuñez,47.0,1893.62,3.0,low
house,Bs.As. G.B.A. Zona Norte,Olivos,220.0,1522.73,5.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,50.0,3140.0,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,69.0,2869.57,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,69.0,2869.57,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,55.0,2909.09,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,123.0,1934.96,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Munro,172.0,1383.72,5.0,low
store,Capital Federal,Nuñez,225.0,2666.67,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,42.0,2283.33,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,50.0,2778.0,3.0,medium
PH,Buenos Aires Costa Atlántica,Mar del Plata,60.0,1050.0,3.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,28.0,1857.14,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,40.0,2397.5,2.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,25.0,2400.0,1.0,low
house,Buenos Aires Costa Atlántica,Pinamar,300.0,1300.0,6.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,49.0,2240.82,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,29.0,2062.07,1.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,28.0,2135.71,1.0,medium
house,Buenos Aires Costa Atlántica,Mar del Plata,320.0,562.5,3.0,low
PH,Bs.As. G.B.A. Zona Oeste,Morón,124.0,927.42,2.0,medium
apartment,Bs.As. G.B.A. Zona Sur,Remedios de Escalada,42.0,2023.81,2.0,low
house,Bs.As. G.B.A. Zona Sur,Ezpeleta,312.0,288.46,2.0,low
PH,Bs.As. G.B.A. Zona Oeste,Santos Lugares,60.0,1000.0,2.0,low
apartment,Capital Federal,Recoleta,143.0,3846.15,6.0,low
house,Buenos Aires Costa Atlántica,Mar del Plata,220.0,659.09,5.0,low
apartment,Capital Federal,Villa Urquiza,37.0,2527.6,1.0,medium
apartment,Capital Federal,Villa Urquiza,37.0,2527.6,1.0,medium
apartment,Capital Federal,Villa Urquiza,43.0,2468.82,1.0,medium
apartment,Capital Federal,Villa Urquiza,81.0,2795.25,3.0,medium
apartment,Capital Federal,Villa Urquiza,43.0,2339.35,1.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,38.0,1628.95,2.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,164.0,1951.22,4.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,25.0,2556.0,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,58.0,1896.55,3.0,medium
apartment,Buenos Aires Costa Atlántica,Mar del Plata,79.0,2265.82,4.0,high
apartment,Capital Federal,Chacarita,42.0,2023.81,1.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,El Palomar,51.0,2333.33,2.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,47.0,2659.57,2.0,medium
apartment,Capital Federal,Barrio Norte,141.0,2475.18,4.0,low
apartment,Capital Federal,Caballito,31.0,2129.03,1.0,high
apartment,Buenos Aires Costa Atlántica,Pinamar,110.0,2590.91,4.0,high
apartment,Buenos Aires Costa Atlántica,Mar del Plata,68.0,1573.53,3.0,low
PH,Buenos Aires Costa Atlántica,Mar del Plata,60.0,1833.33,3.0,low
house,Bs.As. G.B.A. Zona Norte,Tigre,260.0,1615.38,4.0,medium
apartment,Capital Federal,Monserrat,28.0,2571.43,1.0,high
apartment,Buenos Aires Costa Atlántica,Mar del Plata,43.0,1976.74,2.0,medium
store,Buenos Aires Costa Atlántica,Mar del Plata,64.0,1375.0,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,100.0,1170.0,3.0,low
house,Córdoba,Córdoba,220.0,568.18,5.0,low
house,Córdoba,Córdoba,160.0,736.1,7.0,medium
apartment,Córdoba,Córdoba,68.0,1397.06,3.0,low
apartment,Capital Federal,Floresta,26.0,2192.31,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,46.0,1684.78,2.0,low
apartment,Capital Federal,Villa Crespo,14.0,2500.0,1.0,low
apartment,Buenos Aires Costa Atlántica,Mar del Plata,28.0,1710.71,2.0,low
apartment,Córdoba,Córdoba,360.0,555.56,4.0,low
apartment,Córdoba,Córdoba,60.0,1250.0,2.0,low
apartment,Córdoba,Córdoba,90.0,1500.0,3.0,low
apartment,Córdoba,Córdoba,75.0,1196.45,3.0,low
apartment,Capital Federal,Belgrano,45.0,2777.78,2.0,low
house,Córdoba,Villa Carlos Paz,130.0,539.27,3.0,low
apartment,Buenos Aires Costa Atlántica,Pinamar,96.0,1354.17,3.0,low
apartment,Capital Federal,Nuñez,64.0,2707.81,2.0,medium
apartment,Capital Federal,Nuñez,62.0,2811.29,2.0,medium
apartment,Capital Federal,Nuñez,110.0,2833.64,3.0,medium
apartment,Capital Federal,Nuñez,48.0,2591.67,1.0,medium
apartment,Capital Federal,Nuñez,62.0,2840.32,2.0,medium
apartment,Capital Federal,Palermo,34.0,2826.47,1.0,low
apartment,Capital Federal,Nuñez,62.0,3191.94,2.0,medium
apartment,Capital Federal,Palermo,34.0,2802.94,1.0,low
apartment,Santa Fe,Rosario,40.0,1900.0,1.0,low
apartment,Santa Fe,Rosario,65.0,1576.92,2.0,low
apartment,Santa Fe,Rosario,40.0,1261.88,1.0,low
apartment,Santa Fe,Rosario,35.0,1778.65,1.0,low
apartment,Santa Fe,Rosario,45.0,1183.99,2.0,low
apartment,Santa Fe,Rosario,40.0,2229.33,2.0,medium
apartment,Santa Fe,Rosario,50.0,1188.97,2.0,low
apartment,Santa Fe,Rosario,46.0,1316.75,2.0,low
apartment,Santa Fe,Rosario,54.0,1679.39,2.0,low
apartment,Santa Fe,Rosario,45.0,1557.88,2.0,medium
apartment,Santa Fe,Rosario,45.0,1233.84,2.0,medium
apartment,Santa Fe,Rosario,35.0,1338.0,1.0,low
apartment,Santa Fe,Rosario,35.0,2403.59,1.0,medium
apartment,Santa Fe,Rosario,42.0,1551.65,1.0,low
apartment,Santa Fe,Rosario,95.0,1534.92,3.0,low
apartment,Santa Fe,Rosario,75.0,1600.0,3.0,medium
apartment,Santa Fe,Rosario,140.0,1642.86,6.0,low
apartment,Santa Fe,Rosario,80.0,2750.0,3.0,low
apartment,Santa Fe,Rosario,39.0,1366.14,1.0,low
apartment,Capital Federal,Belgrano,35.0,3000.0,1.0,low
apartment,Capital Federal,Almagro,45.0,2888.89,2.0,low
apartment,Capital Federal,Floresta,47.0,2255.32,2.0,high
apartment,Capital Federal,Flores,47.0,1851.06,2.0,low
house,Buenos Aires Interior,Luján,203.0,1403.94,4.0,low
apartment,Capital Federal,Nuñez,80.0,2375.0,2.0,low
house,Bs.As. G.B.A. Zona Norte,Pacheco Golf Club,350.0,2542.86,5.0,medium
apartment,Capital Federal,Parque Centenario,195.0,1846.15,4.0,low
apartment,Capital Federal,Villa Crespo,195.0,1846.15,4.0,low
apartment,Capital Federal,Las Cañitas,37.0,3729.73,2.0,medium
apartment,Capital Federal,Paternal,40.0,1800.0,1.0,low
house,Bs.As. G.B.A. Zona Norte,Tigre,80.0,1787.5,3.0,low
store,Bs.As. G.B.A. Zona Norte,Olivos,129.0,992.25,1.0,low
house,Bs.As. G.B.A. Zona Norte,San Miguel,340.0,220.59,4.0,low
house,Bs.As. G.B.A. Zona Norte,Santa Barbara Barrio Cerrado,350.0,3571.43,5.0,low
house,Bs.As. G.B.A. Zona Norte,Tigre,266.0,1605.26,2.0,low
house,Bs.As. G.B.A. Zona Norte,Highland Park Country Club,320.0,937.5,4.0,medium
apartment,Capital Federal,Floresta,34.0,1764.71,2.0,low
apartment,Capital Federal,Flores,39.0,1812.31,1.0,low
apartment,Capital Federal,Palermo,48.0,4479.17,2.0,medium
house,Bs.As. G.B.A. Zona Norte,San Miguel,300.0,600.0,5.0,low
house,Capital Federal,Flores,140.0,2271.43,4.0,low
apartment,Capital Federal,Palermo,140.0,4714.29,4.0,high
apartment,Capital Federal,Barrio Norte,78.0,3589.74,3.0,medium
house,Bs.As. G.B.A. Zona Sur,Burzaco,85.0,1000.0,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,83.0,2297.07,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Pilar,83.0,2319.16,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Pilar,83.0,2352.29,2.0,high
apartment,Capital Federal,Flores,59.0,991.53,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Pilar,84.0,2073.31,2.0,high
apartment,Santa Fe,Rosario,73.0,1397.26,5.0,medium
apartment,Capital Federal,Barrio Norte,133.0,2481.2,5.0,low
apartment,Córdoba,Córdoba,60.0,887.99,6.0,low
house,Capital Federal,Parque Patricios,250.0,1260.0,4.0,low
apartment,Capital Federal,Parque Chas,70.0,2156.57,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Martínez,205.0,1609.76,4.0,low
house,Bs.As. G.B.A. Zona Norte,Martínez,205.0,1609.76,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Pilar,68.0,2480.27,2.0,high
apartment,Capital Federal,Recoleta,25.0,3000.0,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Pilar,94.0,1794.24,2.0,high
apartment,Córdoba,Villa Carlos Paz,42.0,1547.62,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,45.0,3333.33,2.0,medium
apartment,Córdoba,Villa Carlos Paz,53.0,1603.77,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Pilar,66.0,2485.99,2.0,high
apartment,Capital Federal,Flores,57.0,2070.18,2.0,medium
apartment,Capital Federal,Villa Luro,37.0,2067.57,2.0,low
apartment,Capital Federal,Parque Chas,64.0,2024.06,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Pilar,84.0,2127.87,2.0,high
apartment,Capital Federal,Colegiales,30.0,2866.67,1.0,low
apartment,Capital Federal,Recoleta,220.0,3181.82,7.0,low
apartment,Capital Federal,Villa Urquiza,80.0,2375.0,3.0,low
apartment,Capital Federal,Caballito,51.0,3215.69,2.0,high
apartment,Capital Federal,Belgrano,37.0,3000.0,1.0,medium
apartment,Capital Federal,Parque Chas,48.0,2443.75,2.0,high
apartment,Capital Federal,Belgrano,38.0,3052.63,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,68.0,2493.75,2.0,high
house,Bs.As. G.B.A. Zona Oeste,Marcos Paz,200.0,280.42,1.0,low
apartment,Capital Federal,Recoleta,60.0,1496.07,1.0,low
apartment,Capital Federal,Recoleta,57.0,1468.04,1.0,low
apartment,Capital Federal,Recoleta,51.0,2439.93,2.0,low
apartment,Capital Federal,Barrio Norte,187.0,2614.97,4.0,low
store,Bs.As. G.B.A. Zona Oeste,Merlo,366.0,1010.93,1.0,low
apartment,Capital Federal,Recoleta,51.0,2543.76,2.0,low
apartment,Capital Federal,Recoleta,34.0,2332.6,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,85.0,3470.59,3.0,high
apartment,Capital Federal,Recoleta,31.0,2353.66,1.0,low
apartment,Capital Federal,Recoleta,34.0,2427.8,1.0,low
apartment,Capital Federal,Recoleta,31.0,2449.73,1.0,low
store,Capital Federal,Recoleta,154.0,3435.89,1.0,low
apartment,Capital Federal,Recoleta,232.0,2974.14,4.0,low
apartment,Santa Fe,Rosario,34.0,1773.23,1.0,medium
apartment,Santa Fe,Rosario,53.0,1566.11,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Nordelta,246.0,1788.62,4.0,low
house,Bs.As. G.B.A. Zona Norte,Santa Barbara Barrio Cerrado,268.0,1996.27,3.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,155.0,1516.13,4.0,low
apartment,Córdoba,Córdoba,100.0,1450.0,5.0,low
apartment,Santa Fe,Rosario,45.0,1717.41,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Rincón de Milberg,89.0,2528.09,3.0,medium
apartment,Capital Federal,Barrio Norte,320.0,2171.88,6.0,low
house,Bs.As. G.B.A. Zona Norte,La Comarca,200.0,1550.0,2.0,low
house,Bs.As. G.B.A. Zona Norte,Nordelta,170.0,2117.65,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Pilar,155.0,1516.13,4.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,234.0,1192.84,4.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,207.0,1348.43,4.0,low
apartment,Capital Federal,Coghlan,63.0,3968.25,3.0,low
house,Bs.As. G.B.A. Zona Sur,Burzaco,100.0,1000.0,4.0,medium
apartment,Capital Federal,Barrio Norte,66.0,3030.3,3.0,low
house,Bs.As. G.B.A. Zona Norte,San Miguel,318.0,597.48,4.0,low
apartment,Capital Federal,Almagro,21.0,2376.19,1.0,low
apartment,Capital Federal,Palermo,120.0,3250.0,3.0,medium
apartment,Capital Federal,Recoleta,134.0,2388.06,5.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,110.0,1681.82,3.0,medium
house,Santa Fe,Rosario,154.0,681.82,3.0,low
apartment,Capital Federal,Caballito,65.0,2076.92,3.0,medium
apartment,Capital Federal,Recoleta,154.0,2012.99,5.0,medium
apartment,Bs.As. G.B.A. Zona Sur,Wilde,35.0,2228.57,1.0,medium
apartment,Capital Federal,Parque Chacabuco,51.0,3215.69,2.0,high
house,Bs.As. G.B.A. Zona Norte,San Miguel,262.0,744.27,2.0,medium
apartment,Capital Federal,Recoleta,237.0,2911.39,4.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,240.0,105.16,2.0,medium
store,Córdoba,Villa Allende,70.0,1000.0,1.0,low
apartment,Capital Federal,Retiro,237.0,2911.39,4.0,low
house,Bs.As. G.B.A. Zona Norte,José C Paz,40.0,1575.0,2.0,low
house,Capital Federal,Villa Santa Rita,133.0,2157.89,4.0,high
apartment,Capital Federal,Belgrano,70.0,2614.29,4.0,low
apartment,Capital Federal,Caballito,78.0,2179.49,3.0,low
apartment,Capital Federal,Almagro,81.0,2209.88,4.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Lomas del Mirador,50.0,1405.52,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Lomas del Mirador,52.0,1370.17,2.0,medium
apartment,Bs.As. G.B.A. Zona Oeste,Lomas del Mirador,76.0,1417.99,3.0,medium
house,Córdoba,Río Cuarto,150.0,934.73,5.0,medium
house,Bs.As. G.B.A. Zona Sur,Berazategui,211.0,1848.34,4.0,low
apartment,Bs.As. G.B.A. Zona Sur,La Plata,189.0,2560.85,4.0,high
apartment,Capital Federal,Barrio Norte,28.0,2642.86,1.0,low
store,Capital Federal,Villa Crespo,18.0,4722.22,1.0,low
apartment,Capital Federal,Belgrano,24.0,2833.33,2.0,low
apartment,Bs.As. G.B.A. Zona Sur,La Plata,145.0,2655.17,3.0,high
apartment,Córdoba,Córdoba,67.0,1805.97,3.0,low
apartment,Córdoba,Córdoba,65.0,1705.11,3.0,medium
apartment,Córdoba,Córdoba,50.0,1516.65,2.0,medium
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,207.0,1014.49,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Villa Sarmiento,135.0,1022.22,4.0,low
house,Bs.As. G.B.A. Zona Oeste,Haedo,209.0,574.16,4.0,low
house,Bs.As. G.B.A. Zona Oeste,El Palomar,209.0,574.16,4.0,low
house,Bs.As. G.B.A. Zona Oeste,Haedo,40.0,3375.0,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,169.0,1479.29,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,265.0,1075.47,5.0,low
PH,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,55.0,2181.82,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Haedo,28.0,3392.86,2.0,medium
house,Bs.As. G.B.A. Zona Oeste,Haedo,310.0,741.94,4.0,low
PH,Bs.As. G.B.A. Zona Oeste,Morón,35.0,1085.71,1.0,low
house,Bs.As. G.B.A. Zona Oeste,Ciudadela,359.0,501.39,4.0,low
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,360.0,1305.56,4.0,low
PH,Bs.As. G.B.A. Zona Oeste,Villa Luzuriaga,89.0,1348.31,4.0,low
PH,Bs.As. G.B.A. Zona Oeste,Haedo,42.0,1666.67,2.0,low
PH,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,95.0,1736.84,4.0,low
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,200.0,1300.0,4.0,low
house,Bs.As. G.B.A. Zona Oeste,San Justo,180.0,416.67,3.0,medium
PH,Bs.As. G.B.A. Zona Oeste,Villa Luzuriaga,78.0,1282.05,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Villa Luzuriaga,320.0,500.0,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Haedo,104.0,2115.38,4.0,low
house,Bs.As. G.B.A. Zona Oeste,San Justo,200.0,425.0,3.0,low
house,Santa Fe,Rosario,93.0,844.27,2.0,low
house,Bs.As. G.B.A. Zona Norte,Garín,230.0,608.7,3.0,low
house,Bs.As. G.B.A. Zona Oeste,La Matanza,100.0,780.0,3.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Ituzaingó,151.0,728.48,3.0,low
apartment,Río Negro,San Carlos de Bariloche,70.0,1571.43,2.0,low
PH,Bs.As. G.B.A. Zona Oeste,San Justo,70.0,1285.71,3.0,low
apartment,Capital Federal,Villa Devoto,37.0,2216.22,2.0,low
apartment,Capital Federal,Almagro,34.0,2132.35,1.0,low
apartment,Capital Federal,Flores,56.0,2051.79,2.0,low
apartment,Bs.As. G.B.A. Zona Sur,Monte Grande,180.0,1722.22,7.0,low
apartment,Capital Federal,Pompeya,66.0,1060.61,3.0,low
house,Bs.As. G.B.A. Zona Sur,Monte Grande,200.0,475.0,4.0,low
apartment,Capital Federal,Recoleta,84.0,3333.33,3.0,low
house,Buenos Aires Costa Atlántica,Mar de Ajó,66.0,909.09,2.0,medium
house,Bs.As. G.B.A. Zona Norte,Bella Vista,150.0,533.33,3.0,low
apartment,Capital Federal,Villa Urquiza,38.0,2421.05,2.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Haedo,25.0,1980.0,1.0,low
apartment,Capital Federal,Flores,79.0,2392.41,4.0,high
house,Buenos Aires Costa Atlántica,Mar de Ajó,300.0,216.67,3.0,low
apartment,Capital Federal,San Telmo,50.0,2200.0,3.0,low
apartment,Capital Federal,Barracas,91.0,2582.42,4.0,low
apartment,Capital Federal,Almagro,18.0,2388.89,1.0,low
apartment,Capital Federal,Almagro,38.0,3591.0,1.0,high
apartment,Capital Federal,Almagro,38.0,3591.0,1.0,high
apartment,Capital Federal,Almagro,105.0,2285.71,3.0,low
apartment,Capital Federal,Almagro,60.0,2366.67,2.0,low
apartment,Capital Federal,Villa Crespo,58.0,2362.07,2.0,low
apartment,Buenos Aires Costa Atlántica,Plaza Colón,132.0,2234.85,3.0,low
apartment,Santa Fe,Rosario,138.0,7075.65,3.0,high
PH,Bs.As. G.B.A. Zona Oeste,Loma Hermosa,97.0,804.12,3.0,low
apartment,Capital Federal,Once,107.0,1308.41,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Bella Vista,320.0,562.5,4.0,low
house,Bs.As. G.B.A. Zona Norte,Bella Vista,280.0,660.71,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Bella Vista,200.0,950.0,5.0,medium
house,Bs.As. G.B.A. Zona Norte,Bella Vista,220.0,1045.45,5.0,low
apartment,Capital Federal,Palermo,52.0,3557.69,2.0,medium
house,Bs.As. G.B.A. Zona Norte,General San Martín,76.0,1539.47,2.0,low
apartment,Capital Federal,Flores,74.0,1959.46,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,General San Martín,42.0,2119.05,2.0,medium
house,Bs.As. G.B.A. Zona Norte,Del Viso,60.0,1300.0,2.0,low
apartment,Capital Federal,Villa Crespo,100.0,2190.0,4.0,low
apartment,Capital Federal,Recoleta,110.0,2636.36,5.0,low
apartment,Capital Federal,Caballito,94.0,2861.7,5.0,medium
apartment,Capital Federal,Almagro,89.0,2101.12,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Benavidez,48.0,1854.17,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Morón,234.0,405.98,3.0,low
apartment,Capital Federal,Congreso,25.0,2760.0,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,Benavidez,72.0,2083.33,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Benavidez,56.0,2125.0,2.0,low
apartment,Capital Federal,Once,50.0,2300.0,2.0,low
PH,Bs.As. G.B.A. Zona Norte,Villa Ballester,85.0,1023.53,3.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,120.0,875.0,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Del Viso,70.0,1785.71,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Victoria,34.0,2205.88,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,San Fernando,71.0,1394.37,3.0,low
apartment,Buenos Aires Costa Atlántica,San Bernardo,29.0,1206.9,1.0,low
house,Buenos Aires Costa Atlántica,Ostende,110.0,1363.64,4.0,low
house,Buenos Aires Costa Atlántica,San Bernardo,58.0,948.28,2.0,low
apartment,Capital Federal,Belgrano,67.0,3134.33,3.0,medium
apartment,Capital Federal,Belgrano,146.0,3082.19,4.0,high
house,Bs.As. G.B.A. Zona Norte,Olivos,70.0,2250.0,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Castelar,173.0,953.76,5.0,low
